rank,school_name,school_city,school_state,rating,score,earnings_10yr,pred_earnings_10yr_ols,public,score_sat_act,pell_grant_pct,born_in_usa_pct,female_pct,region_high_inc,urban_area,enrollment,black_or_hispanic_pct,overage23,median_hh_income,avg_sat_2011,median_act_2011,avg_net_price_2011,avg_net_price_lowinc_2011,admission_rate_2011,completion_rate_6yr_2011
747,North Carolina Central University,Durham,NC,3.0,-0.42,31600.0,33037.0,1,-1.62,0.74,0.91,0.64,0,1,4077.0,0.45,0.25,55588.0,846.0,17.0,7132.0,5739.0,0.61,0.38
748,Saint Josephs College,Rensselaer,IN,3.0,-0.42,39800.0,41619.0,0,-0.31,0.4,0.95,0.5,0,0,893.0,0.13,0.06,65381.0,973.0,22.0,15784.0,10281.0,0.6,0.58
749,Elon University,Elon,NC,3.0,-0.42,44500.0,46529.0,0,0.49,0.28,0.92,0.64,0,1,4160.0,0.17,0.04,76839.0,1222.0,27.0,28590.0,19138.0,0.58,0.82
750,University of South Carolina-Columbia,Columbia,SC,3.0,-0.43,42100.0,44053.0,1,0.31,0.5,0.95,0.55,0,1,14531.0,0.3,0.15,58702.0,1194.0,27.0,14899.0,10403.0,0.7,0.7
751,Hastings College,Hastings,NE,3.0,-0.43,40400.0,42288.0,0,0.33,0.45,0.95,0.46,0,0,1030.0,0.08,0.04,58347.0,1068.0,23.0,18685.0,15081.0,0.7,0.56
752,University of Washington-Seattle Campus,Seattle,WA,3.0,-0.43,52100.0,54549.0,1,0.82,0.52,0.86,0.55,1,1,26577.0,0.11,0.24,69425.0,1225.0,27.0,12255.0,6668.0,0.58,0.8
753,University of the Cumberlands,Williamsburg,KY,3.0,-0.43,33300.0,34871.0,0,-0.58,0.65,0.97,0.48,0,0,416.0,0.07,0.07,46398.0,1002.0,22.0,15317.0,13401.0,0.7,0.43
754,Adrian College,Adrian,MI,3.0,-0.44,36500.0,38235.0,0,-0.42,0.5,0.95,0.51,0,0,296.0,0.12,0.03,65919.0,1010.0,22.0,17097.0,12393.0,0.64,0.49
755,Norwich University,Northfield,VT,3.0,-0.44,45300.0,47455.0,0,-0.46,0.46,0.91,0.37,1,0,1638.0,0.11,0.2,66505.0,1057.0,23.0,21717.0,16076.0,0.66,0.55
756,Rhode Island College,Providence,RI,3.0,-0.44,39600.0,41492.0,1,-0.83,0.56,0.87,0.69,1,1,6459.0,0.13,0.23,60256.0,936.0,18.0,9376.0,6135.0,0.75,0.44
757,Benedictine College,Atchison,KS,3.0,-0.44,37800.0,39617.0,0,0.08,0.58,0.94,0.43,0,0,869.0,0.15,0.04,62253.0,1106.0,24.0,21691.0,19580.0,0.59,0.56
758,Felician University,Lodi,NJ,3.0,-0.44,41400.0,43369.0,0,-1.57,0.57,0.71,0.75,1,1,1418.0,0.34,0.31,72404.0,866.0,17.0,18300.0,15900.0,0.81,0.36
759,St Olaf College,Northfield,MN,3.0,-0.44,44800.0,46936.0,0,1.45,0.32,0.94,0.59,0,0,2935.0,0.07,0.01,72603.0,1317.0,30.0,23001.0,10130.0,0.53,0.85
760,Kansas Wesleyan University,Salina,KS,3.0,-0.45,36600.0,38376.0,0,-0.25,0.56,0.94,0.6,0,0,661.0,0.13,0.27,54603.0,997.0,22.0,17808.0,15792.0,0.59,0.42
761,CUNY Brooklyn College,Brooklyn,NY,3.0,-0.45,44500.0,46660.0,1,-0.58,0.89,0.56,0.61,1,1,9744.0,0.48,0.29,48581.0,1100.0,,3753.0,2633.0,0.3,0.48
762,Eastern Nazarene College,Quincy,MA,3.0,-0.46,44400.0,46646.0,0,-0.25,0.47,0.87,0.65,1,1,1054.0,0.15,0.37,68615.0,1002.0,24.0,20648.0,19522.0,0.63,0.51
763,University of Nebraska-Lincoln,Lincoln,NE,3.0,-0.46,43800.0,46009.0,1,0.44,0.47,0.96,0.49,0,1,17835.0,0.07,0.08,58576.0,1148.0,25.0,14060.0,9660.0,0.59,0.67
764,Adams State University,Alamosa,CO,3.0,-0.46,33200.0,34864.0,1,-0.91,0.7,0.92,0.55,0,0,2008.0,0.33,0.19,51836.0,939.0,20.0,10857.0,9130.0,0.64,0.2
765,Southern Connecticut State University,New Haven,CT,3.0,-0.46,41700.0,43796.0,1,-1.12,0.5,0.86,0.61,1,1,8316.0,0.22,0.18,72349.0,935.0,20.0,12703.0,9520.0,0.72,0.44
766,Roberts Wesleyan College,Rochester,NY,3.0,-0.47,41900.0,44069.0,0,0.07,0.49,0.94,0.69,1,1,1235.0,0.1,0.4,62586.0,1097.0,26.0,20304.0,15816.0,0.51,0.65
767,Arkansas State University-Main Campus,Jonesboro,AR,3.0,-0.47,32700.0,34372.0,1,-0.25,0.8,0.98,0.63,0,1,9167.0,0.14,0.31,43235.0,1067.0,23.0,8795.0,7661.0,0.63,0.38
768,University of Southern Mississippi,Hattiesburg,MS,3.0,-0.47,36200.0,38072.0,1,0.2,0.67,0.97,0.62,0,1,12844.0,0.32,0.21,45858.0,1031.0,22.0,11735.0,10964.0,0.63,0.47
769,University of Dallas,Irving,TX,3.0,-0.47,45200.0,47528.0,0,1.24,0.46,0.86,0.55,0,1,1223.0,0.29,0.07,70024.0,1214.0,27.0,24964.0,20762.0,0.88,0.73
770,University of South Florida-Main Campus,Tampa,FL,3.0,-0.48,41700.0,43894.0,1,-0.24,0.65,0.86,0.63,0,1,27385.0,0.25,0.25,57003.0,1150.0,25.0,10498.0,6986.0,0.38,0.52
771,Colorado Mesa University,Grand Junction,CO,3.0,-0.48,34600.0,36428.0,1,-0.91,0.69,0.95,0.57,0,1,4861.0,0.13,0.32,54500.0,971.0,21.0,15714.0,13674.0,0.8,0.27
772,The University of Tennessee-Knoxville,Knoxville,TN,3.0,-0.48,42300.0,44524.0,1,0.12,0.51,0.96,0.54,0,1,19797.0,0.12,0.17,59523.0,1198.0,27.0,11908.0,7557.0,0.7,0.63
773,Drew University,Madison,NJ,3.0,-0.48,50900.0,53560.0,0,1.24,0.33,0.83,0.62,1,1,1483.0,0.18,0.06,86300.0,1121.0,25.0,25731.0,17995.0,0.84,0.68
774,Paine College,Augusta,GA,3.0,-0.48,25900.0,27266.0,0,-2.39,0.82,0.93,0.74,0,1,861.0,0.54,0.11,48619.0,777.0,16.0,15049.0,14470.0,0.69,0.27
775,Roger Williams University,Bristol,RI,3.0,-0.49,47200.0,49705.0,0,0.04,0.32,0.9,0.54,1,1,4031.0,0.08,0.07,78972.0,1101.0,24.0,33360.0,28582.0,0.78,0.59
776,Becker College,Worcester,MA,3.0,-0.49,35800.0,37729.0,0,-1.55,0.51,0.89,0.76,1,1,1412.0,0.11,0.2,68325.0,930.0,18.0,22853.0,21582.0,0.72,0.29
777,California State University-Long Beach,Long Beach,CA,3.0,-0.49,46900.0,49418.0,1,-0.66,0.71,0.69,0.63,1,1,27723.0,0.45,0.24,66935.0,1021.0,22.0,7616.0,4508.0,0.34,0.54
778,Colby-Sawyer College,New London,NH,2.0,-0.5,38600.0,40698.0,0,-0.5,0.37,0.94,0.67,1,0,894.0,0.03,0.02,74318.0,,,24501.0,19506.0,0.83,0.54
779,Woodbury University,Burbank,CA,2.0,-0.5,45600.0,48072.0,0,-0.75,0.67,0.65,0.61,1,1,1179.0,0.41,0.35,64295.0,955.0,22.0,22901.0,18704.0,0.74,0.52
780,Lees-McRae College,Banner Elk,NC,2.0,-0.51,34400.0,36307.0,0,-0.83,0.55,0.95,0.64,0,0,593.0,0.14,0.25,55241.0,979.0,23.0,21309.0,18665.0,0.64,0.24
781,Lycoming College,Williamsport,PA,2.0,-0.51,42800.0,45163.0,0,0.16,0.43,0.95,0.51,1,1,1378.0,0.07,0.04,61334.0,1062.0,23.0,19585.0,16300.0,0.7,0.7
782,Francis Marion University,Florence,SC,2.0,-0.51,32300.0,34107.0,1,-0.89,0.64,0.97,0.64,0,1,2728.0,0.4,0.15,48386.0,941.0,20.0,9664.0,8093.0,0.59,0.42
783,East Carolina University,Greenville,NC,2.0,-0.51,39200.0,41388.0,1,-0.25,0.53,0.94,0.6,0,1,15396.0,0.28,0.14,57815.0,1034.0,22.0,11206.0,7424.0,0.7,0.59
784,Southwestern University,Georgetown,TX,2.0,-0.52,47200.0,49880.0,0,1.31,0.32,0.88,0.57,0,1,1320.0,0.31,0.01,71490.0,1241.0,28.0,21654.0,15919.0,0.65,0.74
785,Milligan College,Milligan College,TN,2.0,-0.52,36400.0,38467.0,0,-0.05,0.49,0.96,0.68,0,1,780.0,0.07,0.16,56493.0,1102.0,24.0,15630.0,10943.0,0.7,0.65
786,Olivet Nazarene University,Bourbonnais,IL,2.0,-0.52,37700.0,39838.0,0,-0.08,0.52,0.95,0.58,0,1,2061.0,0.14,0.15,62572.0,1085.0,24.0,18331.0,15760.0,0.8,0.58
787,University of Rochester,Rochester,NY,2.0,-0.52,55500.0,58641.0,0,2.12,0.35,0.87,0.48,1,1,4530.0,0.15,0.08,73676.0,1337.0,30.0,25441.0,15210.0,0.34,0.83
788,Alabama State University,Montgomery,AL,2.0,-0.52,27800.0,29379.0,1,-2.29,0.84,0.95,0.56,0,1,4711.0,0.59,0.12,43778.0,783.0,16.0,5514.0,5098.0,0.51,0.26
789,North Central College,Naperville,IL,2.0,-0.52,45700.0,48311.0,0,0.54,0.33,0.9,0.56,0,1,2048.0,0.15,0.12,84345.0,1125.0,25.0,18093.0,13485.0,0.65,0.64
790,Amherst College,Amherst,MA,2.0,-0.53,56800.0,60111.0,0,2.94,0.41,0.81,0.5,1,1,1631.0,0.24,0.0,79501.0,1425.0,32.0,11109.0,735.0,0.13,0.96
791,University of Nevada-Las Vegas,Las Vegas,NV,2.0,-0.53,43500.0,46018.0,1,-0.44,0.65,0.83,0.59,1,1,16065.0,0.25,0.3,66334.0,1010.0,22.0,9014.0,6630.0,0.82,0.39
792,Cazenovia College,Cazenovia,NY,2.0,-0.53,31900.0,33735.0,0,-1.36,0.64,0.93,0.73,1,1,846.0,0.12,0.07,57797.0,,,16687.0,12290.0,0.7,0.49
793,Central Connecticut State University,New Britain,CT,2.0,-0.53,43700.0,46234.0,1,-0.66,0.51,0.85,0.55,1,1,8538.0,0.19,0.18,71940.0,1005.0,21.0,15143.0,11231.0,0.63,0.47
794,Truman State University,Kirksville,MO,2.0,-0.53,42700.0,45179.0,1,1.52,0.37,0.96,0.6,0,0,5587.0,0.09,0.02,63062.0,1244.0,28.0,11408.0,7185.0,0.75,0.69
795,Concordia University-Texas,Austin,TX,2.0,-0.53,41000.0,43357.0,0,-0.58,0.48,0.87,0.58,0,1,607.0,0.33,0.3,69911.0,1018.0,23.0,18645.0,15305.0,0.93,0.35
796,University of Arizona,Tucson,AZ,2.0,-0.54,44400.0,47004.0,1,0.3,0.6,0.87,0.55,0,1,26878.0,0.25,0.18,62803.0,1102.0,24.0,11120.0,8911.0,0.75,0.61
797,St Lawrence University,Canton,NY,2.0,-0.54,45500.0,48176.0,0,0.66,0.34,0.93,0.53,1,0,1970.0,0.08,0.01,65493.0,,,24476.0,13919.0,0.43,0.8
798,Pfeiffer University,Misenheimer,NC,2.0,-0.54,37500.0,39731.0,0,-0.83,0.51,0.93,0.58,0,0,1022.0,0.23,0.36,62234.0,929.0,21.0,17800.0,16720.0,0.59,0.45
799,Indiana Wesleyan University-Marion,Marion,IN,2.0,-0.54,46000.0,48732.0,0,1.27,0.44,0.96,0.66,0,0,5599.0,0.12,0.67,63031.0,1082.0,24.0,23383.0,23443.0,0.72,0.66
800,Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,2.0,-0.55,33400.0,35414.0,0,-0.75,0.61,0.97,0.59,0,0,1217.0,0.09,0.27,49348.0,1026.0,22.0,18866.0,14059.0,0.63,0.43
801,California State University-Monterey Bay,Seaside,CA,2.0,-0.55,41500.0,43984.0,1,-0.66,0.69,0.75,0.62,1,1,2807.0,0.38,0.31,68997.0,963.0,21.0,10905.0,6183.0,0.52,0.38
802,Nova Southeastern University,Fort Lauderdale,FL,2.0,-0.55,46500.0,49293.0,0,-0.29,0.57,0.69,0.74,0,1,3777.0,0.47,0.64,61381.0,1047.0,23.0,21726.0,20428.0,0.58,0.43
803,Abilene Christian University,Abilene,TX,2.0,-0.55,40200.0,42638.0,0,0.35,0.5,0.91,0.56,0,1,4197.0,0.25,0.07,62902.0,1132.0,25.0,24231.0,21048.0,0.64,0.6
804,Birmingham Southern College,Birmingham,AL,2.0,-0.56,41900.0,44471.0,0,1.15,0.35,0.96,0.63,0,1,1338.0,0.21,0.02,62717.0,1166.0,26.0,18928.0,16808.0,0.64,0.63
805,University of Missouri-Columbia,Columbia,MO,2.0,-0.56,46000.0,48823.0,1,0.87,0.39,0.96,0.52,0,1,18179.0,0.1,0.08,63799.0,1166.0,26.0,16379.0,12379.0,0.81,0.69
806,Hawaii Pacific University,Honolulu,HI,2.0,-0.56,43400.0,46073.0,0,-0.56,0.58,0.81,0.66,1,1,5963.0,0.14,0.43,71016.0,983.0,21.0,24680.0,22225.0,0.71,0.39
807,Bridgewater State University,Bridgewater,MA,2.0,-0.57,41500.0,44086.0,1,-0.42,0.46,0.9,0.64,1,1,6592.0,0.08,0.15,74553.0,1020.0,23.0,14447.0,10227.0,0.7,0.52
808,Citadel Military College of South Carolina,Charleston,SC,2.0,-0.57,52500.0,55770.0,1,0.06,0.35,0.92,0.06,0,1,2073.0,0.22,0.06,68213.0,1047.0,22.0,15504.0,10723.0,0.57,0.7
809,Alabama A & M University,Normal,AL,2.0,-0.57,31400.0,33371.0,1,-0.75,0.81,0.95,0.52,0,1,4671.0,0.54,0.12,48006.0,846.0,18.0,8734.0,7944.0,0.5,0.32
810,SUNY at Fredonia,Fredonia,NY,2.0,-0.57,40600.0,43119.0,1,0.16,0.45,0.95,0.58,1,0,4829.0,0.06,0.07,59467.0,1080.0,24.0,14843.0,9705.0,0.5,0.63
811,Colby College,Waterville,ME,2.0,-0.57,53000.0,56309.0,0,2.14,0.22,0.91,0.55,1,0,1809.0,0.08,0.0,80944.0,1337.0,30.0,23581.0,8841.0,0.29,0.91
812,University of Hawaii at Manoa,Honolulu,HI,2.0,-0.57,44300.0,47045.0,1,0.16,0.64,0.81,0.59,1,1,11485.0,0.11,0.24,70604.0,1085.0,23.0,10624.0,7385.0,0.71,0.55
813,Bates College,Lewiston,ME,2.0,-0.58,53500.0,56881.0,0,2.27,0.3,0.91,0.51,1,1,1767.0,0.08,0.0,77730.0,,,25050.0,9236.0,0.27,0.92
814,Point Loma Nazarene University,San Diego,CA,2.0,-0.58,50300.0,53495.0,0,0.3,0.35,0.82,0.58,1,1,2353.0,0.26,0.23,71276.0,1149.0,26.0,28515.0,22781.0,0.52,0.72
815,Heidelberg University,Tiffin,OH,2.0,-0.58,38000.0,40409.0,0,0.65,0.53,0.97,0.51,0,0,1111.0,0.07,0.09,59837.0,,,19349.0,17325.0,,0.55
816,Lindenwood University,Saint Charles,MO,2.0,-0.58,39700.0,42242.0,0,-0.42,0.45,0.96,0.55,0,1,3852.0,0.14,0.28,68519.0,1029.0,22.0,27246.0,25841.0,0.53,0.45
817,Queens University of Charlotte,Charlotte,NC,2.0,-0.58,38600.0,41052.0,0,-0.0,0.45,0.91,0.76,0,1,1190.0,0.24,0.3,67133.0,1043.0,23.0,19669.0,17684.0,0.74,0.6
818,Montana State University-Billings,Billings,MT,2.0,-0.6,32500.0,34626.0,1,-0.76,0.72,0.98,0.64,0,1,3260.0,0.04,0.41,48208.0,1011.0,22.0,12163.0,10504.0,0.99,0.5
819,Campbellsville University,Campbellsville,KY,2.0,-0.6,32100.0,34196.0,0,-0.75,0.69,0.98,0.53,0,0,1285.0,0.08,0.2,46243.0,971.0,21.0,11184.0,10632.0,0.63,0.44
820,Western Oregon University,Monmouth,OR,2.0,-0.61,38500.0,41077.0,1,-0.67,0.55,0.91,0.61,1,1,4263.0,0.1,0.14,58296.0,944.0,19.0,15349.0,12340.0,0.89,0.39
821,New York University,New York,NY,2.0,-0.61,58800.0,62716.0,0,2.16,0.4,0.76,0.64,1,1,18608.0,0.26,0.15,78443.0,1360.0,31.0,37180.0,26713.0,0.33,0.87
822,Kentucky Wesleyan College,Owensboro,KY,2.0,-0.61,36600.0,39048.0,0,-0.34,0.56,0.98,0.43,0,1,671.0,0.09,0.07,51777.0,1002.0,22.0,10782.0,9113.0,0.52,0.44
823,University of Colorado Boulder,Boulder,CO,2.0,-0.61,48000.0,51236.0,1,0.72,0.45,0.9,0.49,0,1,23195.0,0.14,0.12,79528.0,1179.0,26.0,20085.0,13317.0,0.87,0.68
824,Northern Michigan University,Marquette,MI,2.0,-0.61,34800.0,37112.0,1,-0.58,0.61,0.96,0.52,0,0,7517.0,0.05,0.15,55412.0,1030.0,22.0,11192.0,8234.0,0.72,0.47
825,University of Massachusetts-Dartmouth,North Dartmouth,MA,2.0,-0.61,44800.0,47806.0,1,0.08,0.47,0.88,0.53,1,1,5972.0,0.08,0.12,68941.0,1046.0,23.0,15799.0,11154.0,0.71,0.48
826,Loyola University New Orleans,New Orleans,LA,2.0,-0.61,41300.0,44049.0,0,0.85,0.43,0.91,0.67,0,1,3694.0,0.32,0.11,60381.0,1145.0,25.0,21386.0,18251.0,0.65,
827,Champlain College,Burlington,VT,2.0,-0.61,40400.0,43119.0,0,-0.73,0.45,0.94,0.58,1,1,2185.0,0.04,0.18,67878.0,1098.0,23.0,29811.0,22533.0,0.85,0.62
828,Andrews University,Berrien Springs,MI,2.0,-0.61,36000.0,38399.0,0,-0.38,0.72,0.85,0.55,0,1,1484.0,0.26,0.17,60938.0,1062.0,23.0,17780.0,14113.0,0.45,0.63
829,Grand Valley State University,Allendale,MI,2.0,-0.62,39100.0,41782.0,1,-0.08,0.5,0.95,0.62,0,1,15969.0,0.1,0.14,64938.0,1090.0,24.0,14811.0,9930.0,0.83,0.63
830,Colorado State University-Fort Collins,Fort Collins,CO,2.0,-0.62,44300.0,47331.0,1,0.21,0.45,0.92,0.54,0,1,19767.0,0.14,0.14,71340.0,1129.0,25.0,13839.0,8722.0,0.76,0.64
831,Thiel College,Greenville,PA,2.0,-0.63,37200.0,39790.0,0,-0.88,0.54,0.97,0.46,1,1,1152.0,0.07,0.05,52487.0,939.0,20.0,22163.0,20005.0,0.64,0.39
832,Yeshiva University,New York,NY,2.0,-0.63,55600.0,59468.0,0,1.2,0.42,0.71,0.45,1,1,1934.0,0.26,0.01,76265.0,1213.0,26.0,20244.0,15300.0,0.69,0.84
833,Presbyterian College,Clinton,SC,2.0,-0.63,41300.0,44153.0,0,0.44,0.35,0.95,0.51,0,0,1152.0,0.24,0.01,62788.0,1111.0,24.0,14523.0,11434.0,0.67,0.68
834,Southwest Baptist University,Bolivar,MO,2.0,-0.64,32800.0,35089.0,0,-0.08,0.67,0.97,0.66,0,0,2447.0,0.06,0.29,48763.0,1063.0,23.0,14822.0,13232.0,0.88,0.5
835,Goucher College,Baltimore,MD,2.0,-0.64,45500.0,48698.0,0,1.12,0.35,0.89,0.69,1,1,1195.0,0.19,0.07,77528.0,1160.0,26.0,27600.0,19931.0,0.73,0.7
836,Furman University,Greenville,SC,2.0,-0.64,47500.0,50866.0,0,1.69,0.31,0.93,0.55,0,1,2744.0,0.19,0.06,68161.0,1274.0,29.0,22661.0,15650.0,0.7,0.87
837,Rollins College,Winter Park,FL,2.0,-0.64,42200.0,45171.0,0,0.9,0.52,0.85,0.71,0,1,1241.0,0.23,0.34,66115.0,1186.0,26.0,24008.0,17296.0,0.54,0.7
838,North Carolina State University at Raleigh,Raleigh,NC,2.0,-0.64,47500.0,50841.0,1,1.03,0.47,0.92,0.44,0,1,19839.0,0.24,0.11,63271.0,1181.0,26.0,11025.0,5633.0,0.54,0.72
839,Bowdoin College,Brunswick,ME,2.0,-0.65,54800.0,58714.0,0,2.48,0.31,0.89,0.5,1,1,1623.0,0.14,0.0,73828.0,1407.0,32.0,17293.0,5946.0,0.16,0.92
840,Kutztown University of Pennsylvania,Kutztown,PA,2.0,-0.65,41400.0,44363.0,1,-0.66,0.39,0.94,0.59,1,1,7199.0,0.1,0.07,67268.0,954.0,19.0,15831.0,11222.0,0.68,0.54
841,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,2.0,-0.65,48200.0,51662.0,1,0.87,0.37,0.95,0.56,1,1,17273.0,0.1,0.1,58490.0,1262.0,28.0,24492.0,18482.0,0.58,0.79
842,Johnson C Smith University,Charlotte,NC,2.0,-0.66,31300.0,33559.0,0,-1.0,0.77,0.89,0.55,0,1,494.0,0.53,0.05,54863.0,847.0,17.0,17231.0,16204.0,0.29,0.37
843,Portland State University,Portland,OR,2.0,-0.66,42800.0,45900.0,1,-0.46,0.63,0.88,0.57,1,1,12285.0,0.11,0.45,62348.0,1045.0,,13858.0,11517.0,0.69,0.38
844,Millersville University of Pennsylvania,Millersville,PA,2.0,-0.66,43200.0,46332.0,1,0.08,0.38,0.94,0.59,1,1,6364.0,0.11,0.1,65803.0,1046.0,22.0,15478.0,10330.0,0.58,0.64
845,Southern Wesleyan University,Central,SC,2.0,-0.66,41300.0,44300.0,0,-0.55,0.52,0.96,0.63,0,1,1996.0,0.27,0.81,55616.0,969.0,22.0,14975.0,13467.0,0.97,0.38
846,York College,York,NE,2.0,-0.66,32300.0,34650.0,0,-0.5,0.63,0.96,0.55,0,0,344.0,0.09,0.04,56083.0,988.0,21.0,16156.0,14552.0,0.84,0.43
847,Hannibal-LaGrange University,Hannibal,MO,2.0,-0.66,33900.0,36362.0,0,-0.53,0.54,0.98,0.61,0,0,760.0,0.07,0.22,51726.0,1039.0,23.0,11780.0,11318.0,0.6,0.45
848,Shenandoah University,Winchester,VA,2.0,-0.66,40600.0,43554.0,0,-0.55,0.41,0.91,0.53,0,1,1291.0,0.15,0.16,75070.0,1018.0,22.0,24943.0,20982.0,0.81,0.45
849,Nichols College,Dudley,MA,2.0,-0.66,47100.0,50507.0,0,-1.04,0.35,0.91,0.29,1,1,1071.0,0.08,0.09,74921.0,,,25900.0,21452.0,,0.44
850,Southern Vermont College,Bennington,VT,2.0,-0.66,34800.0,37341.0,0,-1.23,0.56,0.93,0.65,1,0,421.0,0.08,0.24,64414.0,917.0,18.0,24379.0,23020.0,0.78,0.24
851,University of Kansas,Lawrence,KS,2.0,-0.67,44600.0,47872.0,1,0.7,0.41,0.94,0.54,0,1,15402.0,0.1,0.1,67724.0,1145.0,25.0,15633.0,11636.0,0.93,0.61
852,SUNY College at Brockport,Brockport,NY,2.0,-0.67,40100.0,43061.0,1,-0.21,0.54,0.93,0.58,1,1,6595.0,0.11,0.17,61263.0,1059.0,23.0,13010.0,7981.0,0.42,0.66
853,Indiana University-Purdue University-Fort Wayne,Fort Wayne,IN,2.0,-0.67,35900.0,38541.0,1,-0.76,0.59,0.96,0.62,0,1,9955.0,0.1,0.34,60877.0,971.0,21.0,14534.0,14519.0,0.91,0.27
854,High Point University,High Point,NC,2.0,-0.67,37500.0,40271.0,0,-0.46,0.55,0.93,0.67,0,1,2561.0,0.25,0.44,61605.0,1093.0,24.0,-5476.0,-10084.0,0.62,0.61
855,University of North Texas,Denton,TX,2.0,-0.68,42100.0,45264.0,1,-0.03,0.56,0.88,0.57,0,1,21675.0,0.28,0.19,70610.0,1093.0,24.0,9689.0,2268.0,0.65,0.49
856,Williams College,Williamstown,MA,2.0,-0.68,58100.0,62437.0,0,2.89,0.3,0.84,0.5,1,1,1937.0,0.21,0.0,78668.0,1416.0,32.0,18568.0,5976.0,0.19,0.95
857,Southeast Missouri State University,Cape Girardeau,MO,2.0,-0.68,36000.0,38678.0,1,-0.25,0.54,0.98,0.61,0,1,6005.0,0.1,0.18,53733.0,1050.0,23.0,10464.0,7790.0,0.97,0.46
858,Trevecca Nazarene University,Nashville,TN,2.0,-0.68,39500.0,42459.0,0,-0.42,0.46,0.94,0.59,0,1,1111.0,0.18,0.39,58990.0,1010.0,22.0,17337.0,15904.0,0.74,0.54
859,California State University-Northridge,Northridge,CA,2.0,-0.68,44200.0,47490.0,1,-1.12,0.77,0.66,0.62,1,1,24814.0,0.44,0.27,64609.0,925.0,19.0,10741.0,8422.0,0.74,0.46
860,Western Michigan University,Kalamazoo,MI,2.0,-0.69,42700.0,45955.0,1,-0.08,0.45,0.95,0.53,0,1,22921.0,0.1,0.1,67862.0,1050.0,23.0,15965.0,11882.0,0.83,0.56
861,Claflin University,Orangeburg,SC,2.0,-0.7,27500.0,29612.0,0,-0.77,0.86,0.97,0.66,0,0,1460.0,0.54,0.22,43933.0,886.0,19.0,11546.0,11365.0,0.35,0.4
862,Oklahoma City University,Oklahoma City,OK,2.0,-0.7,39400.0,42421.0,0,0.02,0.48,0.92,0.62,0,1,1827.0,0.17,0.27,57382.0,1155.0,26.0,24407.0,17961.0,0.74,0.6
863,San Francisco State University,San Francisco,CA,2.0,-0.7,46900.0,50523.0,1,-0.66,0.67,0.7,0.61,1,1,20921.0,0.27,0.35,77722.0,1010.0,22.0,13174.0,8965.0,0.61,0.46
864,University of Dubuque,Dubuque,IA,2.0,-0.71,36900.0,39774.0,0,-0.75,0.63,0.94,0.34,0,1,756.0,0.14,0.12,58080.0,958.0,21.0,18589.0,16223.0,0.8,0.41
865,Kentucky State University,Frankfort,KY,2.0,-0.71,26600.0,28697.0,1,-2.58,0.81,0.96,0.55,0,0,2165.0,0.35,0.18,51071.0,867.0,18.0,11567.0,10574.0,0.3,0.21
866,Concordia University-Portland,Portland,OR,2.0,-0.71,41800.0,45097.0,0,-0.4,0.48,0.89,0.63,1,1,140.0,0.13,0.36,63178.0,1023.0,22.0,20286.0,18166.0,0.58,0.51
867,Indiana University-East,Richmond,IN,2.0,-0.71,29100.0,31371.0,1,-1.31,0.76,0.98,0.69,0,0,2165.0,0.04,0.47,50161.0,933.0,21.0,8697.0,5501.0,0.64,0.19
868,Metropolitan State University of Denver,Denver,CO,2.0,-0.72,38600.0,41684.0,1,-1.41,0.63,0.88,0.58,0,1,17011.0,0.24,0.45,69212.0,973.0,21.0,9416.0,7433.0,0.7,0.21
869,College of Charleston,Charleston,SC,2.0,-0.72,39700.0,42847.0,1,0.54,0.46,0.94,0.64,0,1,9466.0,0.25,0.11,63219.0,1164.0,24.0,15231.0,11763.0,0.7,0.63
870,Fresno Pacific University,Fresno,CA,2.0,-0.72,39700.0,42858.0,0,-0.38,0.66,0.81,0.68,1,1,1049.0,0.42,0.37,53566.0,998.0,22.0,14768.0,11937.0,0.45,0.57
871,Pacific University,Forest Grove,OR,2.0,-0.73,42300.0,45705.0,0,0.49,0.43,0.9,0.66,1,1,1148.0,0.1,0.11,63614.0,1100.0,24.0,25121.0,18707.0,0.75,0.61
872,Eastern Connecticut State University,Willimantic,CT,2.0,-0.73,42400.0,45820.0,1,-0.42,0.4,0.9,0.6,1,1,4536.0,0.12,0.14,74845.0,1003.0,21.0,19998.0,15987.0,0.7,0.49
873,The University of West Florida,Pensacola,FL,2.0,-0.74,36300.0,39259.0,1,-0.04,0.66,0.92,0.63,0,1,6789.0,0.19,0.34,53925.0,1073.0,24.0,6917.0,5863.0,0.66,0.48
874,Indiana University-South Bend,South Bend,IN,2.0,-0.74,33800.0,36551.0,1,-0.85,0.66,0.94,0.65,0,1,5605.0,0.14,0.37,57965.0,960.0,21.0,11018.0,7647.0,0.71,0.22
875,Knox College,Galesburg,IL,2.0,-0.74,41600.0,45008.0,0,1.15,0.42,0.91,0.54,0,0,1101.0,0.16,0.03,67346.0,,,21249.0,14911.0,0.72,0.78
876,Eastern Mennonite University,Harrisonburg,VA,2.0,-0.74,39500.0,42729.0,0,0.11,0.43,0.95,0.63,0,1,1001.0,0.1,0.26,58789.0,1071.0,25.0,19386.0,16532.0,0.68,0.66
