rank,school_name,school_city,school_state,rating,score,earnings_10yr,pred_earnings_10yr_ols,public,score_sat_act,pell_grant_pct,born_in_usa_pct,female_pct,region_high_inc,urban_area,enrollment,black_or_hispanic_pct,overage23,median_hh_income,avg_sat_2011,median_act_2011,avg_net_price_2011,avg_net_price_lowinc_2011,admission_rate_2011,completion_rate_6yr_2011
132,McNeese State University,Lake Charles,LA,4.0,1.02,36800.0,33035.0,1,-1.08,0.74,0.98,0.62,0,1,6730.0,0.24,0.22,48023.0,1029.0,22.0,6702.0,4759.0,0.68,0.37
133,Linfield College-McMinnville Campus,McMinnville,OR,4.0,1.02,51300.0,46044.0,0,0.23,0.41,0.91,0.66,1,0,1559.0,0.09,0.28,63875.0,1121.0,25.0,22554.0,18079.0,0.76,0.73
134,Troy University,Troy,AL,4.0,1.02,36600.0,32851.0,1,-0.58,0.84,0.96,0.67,0,0,4185.0,0.35,0.51,46567.0,970.0,21.0,10690.0,10680.0,0.71,0.32
135,University of Illinois at Chicago,Chicago,IL,4.0,1.02,51600.0,46294.0,1,0.08,0.61,0.79,0.58,0,1,15773.0,0.34,0.18,69765.0,1090.0,24.0,11818.0,7193.0,0.63,0.54
136,University of the Incarnate Word,San Antonio,TX,4.0,1.01,42700.0,38357.0,0,-1.09,0.61,0.87,0.69,0,1,3519.0,0.55,0.4,57265.0,964.0,20.0,16359.0,14943.0,0.95,0.43
137,Carlow University,Pittsburgh,PA,4.0,1.01,39900.0,35851.0,0,-0.72,0.57,0.96,0.94,1,1,1511.0,0.16,0.46,50959.0,963.0,21.0,14734.0,11507.0,0.65,0.51
138,La Salle University,Philadelphia,PA,4.0,1.0,53200.0,47821.0,0,0.16,0.42,0.89,0.58,1,1,3803.0,0.24,0.14,65379.0,989.0,22.0,22877.0,18744.0,0.73,0.66
139,Marquette University,Milwaukee,WI,4.0,0.99,55600.0,50074.0,0,0.84,0.3,0.91,0.57,0,1,7319.0,0.16,0.1,71944.0,1198.0,27.0,27351.0,18970.0,0.57,0.81
140,Capitol Technology University,Laurel,MD,4.0,0.99,58900.0,53028.0,0,-0.66,0.52,0.85,0.25,1,1,557.0,0.45,0.39,75301.0,1042.0,24.0,14263.0,15214.0,0.56,0.37
141,University of Utah,Salt Lake City,UT,4.0,0.99,49300.0,44403.0,1,0.08,0.71,0.91,0.44,0,1,18251.0,0.1,0.34,68815.0,1110.0,24.0,11271.0,9452.0,0.83,0.55
142,William Peace University,Raleigh,NC,4.0,0.98,35900.0,32338.0,0,-1.16,0.42,0.93,1.0,0,1,617.0,0.27,0.04,61614.0,943.0,21.0,18585.0,15621.0,0.53,0.36
143,Drexel University,Philadelphia,PA,4.0,0.98,61100.0,55092.0,0,0.74,0.39,0.89,0.42,1,1,10328.0,0.2,0.12,71048.0,1205.0,27.0,33788.0,27359.0,0.57,0.68
144,Marian University,Indianapolis,IN,4.0,0.97,40400.0,36459.0,0,-0.75,0.56,0.95,0.75,0,1,1175.0,0.2,0.39,62769.0,1001.0,22.0,18686.0,14725.0,0.54,0.58
145,Spalding University,Louisville,KY,4.0,0.96,40000.0,36115.0,0,-0.76,0.58,0.96,0.78,0,1,1062.0,0.18,0.49,54963.0,879.0,19.0,16853.0,14671.0,0.43,0.42
146,Quinnipiac University,Hamden,CT,4.0,0.95,56400.0,50975.0,0,-0.04,0.22,0.88,0.64,1,1,5056.0,0.11,0.04,87414.0,1095.0,24.0,32813.0,24689.0,0.63,0.77
147,The University of Virginia's College at Wise,Wise,VA,4.0,0.95,36500.0,33009.0,1,-0.91,0.72,0.98,0.54,0,0,1378.0,0.07,0.18,43808.0,949.0,20.0,12002.0,10009.0,0.77,0.39
148,Louisiana State University-Shreveport,Shreveport,LA,4.0,0.95,36700.0,33193.0,1,-0.75,0.75,0.97,0.68,0,1,3419.0,0.36,0.32,47503.0,1028.0,22.0,6499.0,4658.0,0.48,0.26
149,Northwestern State University of Louisiana,Natchitoches,LA,4.0,0.95,35000.0,31657.0,1,-1.24,0.76,0.97,0.66,0,0,8373.0,0.33,0.26,43079.0,1011.0,22.0,8108.0,6484.0,0.82,0.34
150,Southwestern Oklahoma State University,Weatherford,OK,4.0,0.94,37000.0,33476.0,1,-0.58,0.74,0.96,0.6,0,0,4225.0,0.11,0.21,44082.0,990.0,21.0,9359.0,7255.0,0.92,0.37
151,West Virginia Wesleyan College,Buckhannon,WV,4.0,0.94,43100.0,39004.0,0,-0.2,0.46,0.96,0.56,0,0,1481.0,0.07,0.04,54276.0,1022.0,23.0,17005.0,14836.0,0.78,0.55
152,Loyola University Chicago,Chicago,IL,4.0,0.93,50600.0,45821.0,0,0.62,0.49,0.82,0.69,0,1,6597.0,0.26,0.19,72197.0,1218.0,27.0,27914.0,22086.0,0.55,0.7
153,Dominican College of Blauvelt,Orangeburg,NY,4.0,0.93,51000.0,46225.0,0,-0.95,0.52,0.78,0.68,1,1,1404.0,0.29,0.38,81032.0,887.0,20.0,21586.0,19025.0,0.71,0.42
154,University of Michigan-Dearborn,Dearborn,MI,4.0,0.93,47400.0,42937.0,1,0.25,0.6,0.88,0.6,0,1,5895.0,0.17,0.29,68760.0,1090.0,24.0,9028.0,5309.0,0.59,0.49
155,Southern University and A & M College,Baton Rouge,LA,4.0,0.93,31600.0,28633.0,1,-2.32,0.86,0.96,0.57,0,1,7472.0,0.55,0.09,43892.0,890.0,19.0,9739.0,8980.0,0.43,0.3
156,Norfolk State University,Norfolk,VA,4.0,0.92,34400.0,31206.0,1,-2.21,0.76,0.91,0.64,0,1,5728.0,0.51,0.16,54663.0,865.0,18.0,12230.0,11982.0,0.65,0.34
157,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,4.0,0.92,60900.0,55226.0,1,0.91,0.53,0.81,0.45,1,1,17114.0,0.25,0.1,72824.0,1222.0,27.0,15677.0,8085.0,0.33,0.75
158,The University of Texas at Tyler,Tyler,TX,4.0,0.91,41600.0,37752.0,1,-0.0,0.69,0.94,0.67,0,1,2646.0,0.24,0.45,50208.0,1055.0,23.0,9916.0,6656.0,0.69,0.4
159,Louisiana Tech University,Ruston,LA,4.0,0.91,41100.0,37319.0,1,-0.42,0.63,0.97,0.5,0,0,8695.0,0.32,0.14,45663.0,1088.0,24.0,7804.0,5508.0,0.62,0.48
160,Colgate University,Hamilton,NY,4.0,0.91,61500.0,55840.0,0,2.15,0.33,0.88,0.5,1,0,2781.0,0.16,0.0,81426.0,1360.0,31.0,16376.0,10749.0,0.29,0.92
161,Maryville University of Saint Louis,Saint Louis,MO,4.0,0.9,44500.0,40444.0,0,0.11,0.44,0.96,0.79,0,1,2475.0,0.12,0.37,70283.0,1145.0,25.0,20109.0,16626.0,0.67,0.68
162,Immaculata University,Immaculata,PA,4.0,0.89,49000.0,44577.0,0,-0.54,0.35,0.93,0.88,1,1,1939.0,0.15,0.57,77073.0,921.0,19.0,26347.0,23061.0,0.78,0.55
163,Mount Saint Mary College,Newburgh,NY,4.0,0.89,47600.0,43321.0,0,-0.47,0.48,0.86,0.73,1,1,1806.0,0.23,0.24,72983.0,1006.0,22.0,22852.0,16636.0,0.81,0.55
164,Park University,Parkville,MO,4.0,0.88,43900.0,39974.0,0,-1.24,0.7,0.89,0.65,0,1,8966.0,0.33,0.72,56399.0,1030.0,22.0,12357.0,10518.0,0.76,0.39
165,Indiana University-Northwest,Gary,IN,4.0,0.88,35900.0,32709.0,1,-1.5,0.7,0.95,0.75,0,1,3485.0,0.37,0.42,59250.0,899.0,20.0,13079.0,10461.0,0.76,0.25
166,Saint Anselm College,Manchester,NH,4.0,0.88,55300.0,50384.0,0,0.37,0.27,0.91,0.55,1,1,1915.0,0.06,0.01,78538.0,,,27352.0,19572.0,0.71,0.73
167,College of Our Lady of the Elms,Chicopee,MA,4.0,0.87,43700.0,39836.0,0,-1.12,0.5,0.88,0.81,1,1,571.0,0.16,0.35,59099.0,935.0,21.0,19251.0,14567.0,0.83,0.61
168,Northwestern Oklahoma State University,Alva,OK,4.0,0.86,36100.0,32941.0,1,-0.75,0.76,0.97,0.57,0,0,1763.0,0.09,0.23,44965.0,926.0,20.0,5891.0,4437.0,1.0,0.37
169,Alcorn State University,Alcorn State,MS,4.0,0.86,30600.0,27941.0,1,-1.74,0.88,0.98,0.6,0,0,2543.0,0.61,0.18,37198.0,852.0,18.0,9892.0,9698.0,0.36,0.33
170,Newman University,Wichita,KS,4.0,0.86,41900.0,38244.0,0,-0.48,0.59,0.93,0.73,0,1,1275.0,0.16,0.47,60229.0,1103.0,24.0,16567.0,16246.0,0.43,0.28
171,Alma College,Alma,MI,4.0,0.86,44700.0,40813.0,0,0.59,0.43,0.96,0.59,0,0,1330.0,0.06,0.02,62867.0,1128.0,25.0,21441.0,15678.0,0.73,0.67
172,Lamar University,Beaumont,TX,4.0,0.85,38800.0,35437.0,1,-0.89,0.77,0.94,0.62,0,1,10257.0,0.34,0.37,49798.0,950.0,20.0,12378.0,10278.0,0.46,0.31
173,San Jose State University,San Jose,CA,4.0,0.83,54600.0,50001.0,1,-0.54,0.8,0.66,0.53,1,1,22237.0,0.33,0.27,87135.0,1030.0,22.0,14092.0,10242.0,0.57,0.46
174,Wheeling Jesuit University,Wheeling,WV,4.0,0.83,43300.0,39661.0,0,-0.37,0.49,0.97,0.61,0,1,1223.0,0.07,0.26,51508.0,1045.0,23.0,18766.0,15781.0,0.72,0.62
175,Nebraska Wesleyan University,Lincoln,NE,4.0,0.83,45500.0,41652.0,0,0.54,0.47,0.96,0.56,0,1,1588.0,0.06,0.05,56766.0,1165.0,26.0,21423.0,17614.0,0.82,0.64
176,Philadelphia University,Philadelphia,PA,4.0,0.83,48700.0,44595.0,0,-0.0,0.38,0.91,0.69,1,1,2715.0,0.19,0.09,70729.0,1084.0,24.0,25037.0,19439.0,0.71,0.58
177,Houston Baptist University,Houston,TX,4.0,0.82,43600.0,39976.0,0,-0.13,0.67,0.79,0.72,0,1,1953.0,0.44,0.26,69440.0,1098.0,25.0,17245.0,15213.0,0.38,0.45
178,Northeastern State University,Tahlequah,OK,4.0,0.82,35000.0,32094.0,1,-1.29,0.79,0.97,0.6,0,0,7306.0,0.09,0.31,44315.0,970.0,21.0,6000.0,4854.0,0.54,0.26
179,Tarleton State University,Stephenville,TX,4.0,0.82,40400.0,37044.0,1,-0.73,0.65,0.92,0.58,0,0,5886.0,0.23,0.26,52720.0,970.0,21.0,13596.0,13163.0,0.63,0.39
180,North Dakota State University-Main Campus,Fargo,ND,4.0,0.81,46300.0,42468.0,1,0.08,0.52,0.97,0.46,0,1,9428.0,0.02,0.1,52318.0,1091.0,24.0,13808.0,10137.0,0.86,0.54
181,Washington Adventist University,Takoma Park,MD,4.0,0.81,46800.0,42940.0,0,-1.12,0.62,0.81,0.65,1,1,989.0,0.48,0.42,73459.0,,,14967.0,13692.0,,0.28
182,West Texas A & M University,Canyon,TX,4.0,0.81,40000.0,36711.0,1,-0.74,0.7,0.93,0.57,0,1,5395.0,0.27,0.26,49379.0,986.0,21.0,10324.0,6720.0,0.69,0.42
183,Howard University,Washington,DC,4.0,0.81,46500.0,42651.0,0,0.25,0.62,0.84,0.69,1,1,6875.0,0.56,0.1,64581.0,1050.0,23.0,21304.0,17010.0,0.54,0.63
184,Spring Hill College,Mobile,AL,4.0,0.79,43800.0,40263.0,0,0.25,0.5,0.93,0.66,0,1,1205.0,0.25,0.17,60416.0,1089.0,24.0,17267.0,13200.0,0.49,0.61
185,University of Richmond,University of Richmond,VA,4.0,0.79,60800.0,55919.0,0,1.85,0.22,0.91,0.57,0,1,3316.0,0.15,0.18,84884.0,1300.0,30.0,20513.0,7410.0,0.33,0.83
186,Saint Ambrose University,Davenport,IA,4.0,0.79,44800.0,41196.0,0,-0.42,0.44,0.96,0.58,0,1,2177.0,0.09,0.21,60387.0,1050.0,23.0,17852.0,16266.0,0.84,0.62
187,Loyola University Maryland,Baltimore,MD,4.0,0.79,62100.0,57106.0,0,1.32,0.19,0.88,0.58,1,1,3443.0,0.15,0.0,90282.0,1194.0,27.0,26434.0,20595.0,0.63,0.83
188,University of St Thomas,Houston,TX,4.0,0.79,48800.0,44879.0,0,0.71,0.57,0.78,0.7,0,1,1761.0,0.45,0.27,66741.0,1140.0,27.0,19907.0,16345.0,0.78,0.44
189,University of Louisiana at Lafayette,Lafayette,LA,4.0,0.79,37900.0,34835.0,1,-0.75,0.73,0.97,0.6,0,1,13455.0,0.29,0.16,46429.0,1030.0,22.0,4915.0,3229.0,0.66,0.41
190,Doane University-Arts & Sciences,Crete,NE,4.0,0.79,42300.0,38904.0,0,-0.42,0.51,0.96,0.55,0,0,1513.0,0.07,0.18,55356.0,1070.0,23.0,17504.0,12944.0,0.83,0.63
191,Tennessee State University,Nashville,TN,4.0,0.77,35800.0,32984.0,1,-1.35,0.73,0.94,0.65,0,1,6843.0,0.47,0.19,51984.0,,,7285.0,6452.0,,0.36
192,Tufts University,Medford,MA,4.0,0.77,67800.0,62479.0,0,2.01,0.26,0.83,0.56,1,1,4773.0,0.19,0.16,80696.0,1420.0,32.0,29129.0,11445.0,0.22,0.9
193,Bellarmine University,Louisville,KY,4.0,0.77,44900.0,41355.0,0,0.23,0.39,0.96,0.71,0,1,1644.0,0.11,0.18,61949.0,1114.0,25.0,21207.0,17023.0,0.52,0.66
194,Saint Mary's College of California,Moraga,CA,4.0,0.76,59000.0,54429.0,0,0.25,0.36,0.79,0.64,1,0,2399.0,0.26,0.45,82883.0,1112.0,25.0,30268.0,23222.0,0.69,0.64
195,Georgia Southwestern State University,Americus,GA,4.0,0.76,36400.0,33587.0,1,-0.51,0.71,0.96,0.68,0,0,1856.0,0.44,0.33,46819.0,952.0,19.0,9204.0,7601.0,0.68,0.3
196,Montana Tech of the University of Montana,Butte,MT,4.0,0.76,39800.0,36710.0,1,-0.13,0.74,0.98,0.49,0,0,1390.0,0.03,0.39,43812.0,1092.0,24.0,12068.0,10392.0,0.88,0.4
197,Mount Mary University,Milwaukee,WI,4.0,0.75,37000.0,34169.0,0,-0.75,0.54,0.94,1.0,0,1,835.0,0.26,0.47,61423.0,990.0,21.0,11444.0,9366.0,0.53,0.46
198,St. Thomas Aquinas College,Sparkill,NY,4.0,0.75,48000.0,44350.0,0,-1.2,0.49,0.78,0.59,1,1,1381.0,0.27,0.07,87622.0,945.0,21.0,22391.0,18274.0,0.81,0.58
199,Winston-Salem State University,Winston-Salem,NC,4.0,0.75,33300.0,30744.0,1,-1.66,0.78,0.93,0.69,0,1,2823.0,0.4,0.22,53431.0,887.0,18.0,7134.0,5832.0,0.62,0.41
200,Fairmont State University,Fairmont,WV,4.0,0.75,34200.0,31581.0,1,-1.41,0.77,0.98,0.57,0,0,5919.0,0.04,0.25,41871.0,967.0,21.0,8802.0,7130.0,0.57,0.34
201,Marian University,Fond Du Lac,WI,4.0,0.74,39700.0,36697.0,0,-0.75,0.53,0.96,0.73,0,1,1525.0,0.07,0.31,63371.0,970.0,21.0,18239.0,15636.0,0.82,0.52
202,Providence College,Providence,RI,4.0,0.74,59600.0,55109.0,0,0.9,0.21,0.89,0.58,1,1,4069.0,0.09,0.05,81235.0,1152.0,25.0,33467.0,20630.0,0.61,0.85
203,Virginia Military Institute,Lexington,VA,4.0,0.74,56600.0,52304.0,1,0.48,0.42,0.92,0.07,0,0,1311.0,0.16,0.01,71475.0,1132.0,25.0,15384.0,5687.0,0.46,0.69
204,Brenau University,Gainesville,GA,4.0,0.73,42600.0,39406.0,0,-0.13,0.55,0.9,0.9,0,1,1382.0,0.31,0.63,67586.0,1005.0,,12067.0,9346.0,0.34,0.44
205,University of Dayton,Dayton,OH,4.0,0.73,52300.0,48391.0,0,0.51,0.3,0.95,0.52,0,1,7038.0,0.11,0.06,72928.0,1189.0,27.0,24794.0,16255.0,0.75,0.74
206,Christian Brothers University,Memphis,TN,4.0,0.73,45300.0,41932.0,0,0.14,0.49,0.96,0.62,0,1,1635.0,0.42,0.34,62245.0,1092.0,24.0,5762.0,4086.0,0.48,0.52
207,South Dakota State University,Brookings,SD,4.0,0.72,40600.0,37596.0,1,-0.42,0.56,0.98,0.53,0,0,7250.0,0.02,0.11,51313.0,1030.0,22.0,13627.0,10876.0,0.92,0.59
208,Stonehill College,Easton,MA,4.0,0.72,58800.0,54485.0,0,0.88,0.2,0.9,0.58,1,1,2397.0,0.08,0.03,77787.0,1206.0,27.0,32585.0,23146.0,0.65,0.81
209,Stephen F Austin State University,Nacogdoches,TX,4.0,0.72,39700.0,36793.0,1,-0.91,0.62,0.9,0.62,0,0,10300.0,0.32,0.15,57712.0,967.0,21.0,16591.0,14688.0,0.63,0.44
210,Southern Methodist University,Dallas,TX,4.0,0.72,52200.0,48337.0,0,0.87,0.46,0.85,0.55,0,1,5721.0,0.29,0.11,78420.0,1287.0,29.0,25773.0,14693.0,0.55,0.75
211,Rockhurst University,Kansas City,MO,4.0,0.71,47600.0,44130.0,0,0.08,0.37,0.95,0.59,0,1,1479.0,0.18,0.21,65121.0,1120.0,25.0,18569.0,18628.0,0.76,0.74
212,Florida Institute of Technology,Melbourne,FL,4.0,0.71,53100.0,49230.0,0,0.82,0.48,0.89,0.34,0,1,2164.0,0.17,0.07,64849.0,1137.0,25.0,26816.0,21921.0,0.57,0.56
213,Washington & Jefferson College,Washington,PA,4.0,0.71,49900.0,46256.0,0,0.3,0.4,0.96,0.47,1,1,1183.0,0.07,0.02,56666.0,,,24284.0,18368.0,0.43,0.74
214,Alaska Pacific University,Anchorage,AK,4.0,0.71,47400.0,43964.0,0,-0.46,0.52,0.9,0.71,1,1,395.0,0.12,0.53,68948.0,1077.0,24.0,30627.0,28465.0,0.33,0.46
215,University of Indianapolis,Indianapolis,IN,4.0,0.71,41600.0,38580.0,0,-0.36,0.49,0.96,0.69,0,1,2859.0,0.12,0.24,62638.0,1024.0,22.0,18773.0,13401.0,0.68,0.52
216,University of Wisconsin-Platteville,Platteville,WI,4.0,0.7,44000.0,40829.0,1,-0.08,0.53,0.97,0.43,0,0,5227.0,0.04,0.1,60258.0,1050.0,23.0,11631.0,7319.0,0.96,0.52
217,Holy Names University,Oakland,CA,4.0,0.7,50100.0,46522.0,0,-1.33,0.51,0.74,0.78,1,1,506.0,0.41,0.59,67863.0,913.0,19.0,20670.0,18140.0,0.64,0.39
218,Bluefield College,Bluefield,VA,4.0,0.69,42800.0,39766.0,0,-1.19,0.53,0.96,0.55,0,0,851.0,0.16,0.55,53722.0,901.0,19.0,19206.0,18129.0,0.49,0.36
219,Northwood University-Michigan,Midland,MI,4.0,0.68,44600.0,41477.0,0,-0.91,0.55,0.91,0.55,0,1,3412.0,0.28,0.38,63121.0,1024.0,22.0,16301.0,13894.0,0.68,0.55
220,Walla Walla University,College Place,WA,4.0,0.68,45800.0,42628.0,0,0.04,0.59,0.9,0.54,1,1,287.0,0.14,0.13,57756.0,1057.0,23.0,22153.0,17655.0,0.89,0.53
221,The University of Texas at San Antonio,San Antonio,TX,4.0,0.68,44100.0,41050.0,1,-0.73,0.68,0.86,0.58,0,1,16646.0,0.54,0.29,58161.0,1024.0,22.0,9338.0,4783.0,0.83,0.27
222,Dartmouth College,Hanover,NH,4.0,0.67,67100.0,62512.0,0,3.02,0.31,0.86,0.46,1,0,4055.0,0.17,0.07,79924.0,1454.0,32.0,23556.0,7011.0,0.12,0.95
223,University of South Alabama,Mobile,AL,4.0,0.67,38300.0,35668.0,1,-0.91,0.64,0.96,0.64,0,1,4680.0,0.27,0.3,51982.0,1027.0,22.0,8872.0,7361.0,0.87,0.38
224,DePauw University,Greencastle,IN,4.0,0.67,47800.0,44540.0,0,1.06,0.36,0.94,0.58,0,0,2219.0,0.12,0.0,69203.0,1212.0,27.0,20580.0,14009.0,0.57,0.85
225,Baker University,Baldwin City,KS,4.0,0.67,48900.0,45550.0,0,0.08,0.39,0.95,0.64,0,1,858.0,0.11,0.49,66531.0,1065.0,23.0,19941.0,18637.0,0.92,0.55
226,University of Jamestown,Jamestown,ND,4.0,0.67,38600.0,35964.0,0,-0.25,0.59,0.97,0.57,0,0,1123.0,0.04,0.09,48995.0,1035.0,23.0,15685.0,13928.0,0.63,0.47
227,Davis & Elkins College,Elkins,WV,4.0,0.66,35900.0,33481.0,0,-0.72,0.69,0.97,0.64,0,0,584.0,0.06,0.28,48959.0,932.0,20.0,14945.0,12889.0,0.53,0.43
228,Ferris State University,Big Rapids,MI,4.0,0.66,40300.0,37568.0,1,-1.57,0.54,0.96,0.47,0,0,9622.0,0.14,0.16,58782.0,1010.0,22.0,13463.0,10322.0,0.77,0.42
229,Hamilton College,Clinton,NY,4.0,0.66,57300.0,53419.0,0,1.82,0.36,0.87,0.52,1,0,1707.0,0.15,0.01,76076.0,1376.0,30.0,21834.0,7641.0,0.27,0.89
230,Virginia Polytechnic Institute and State University,Blacksburg,VA,4.0,0.66,57900.0,53971.0,1,1.03,0.38,0.91,0.42,0,1,21502.0,0.16,0.04,74637.0,1210.0,,17082.0,9760.0,0.67,0.82
231,Gustavus Adolphus College,Saint Peter,MN,4.0,0.66,50100.0,46716.0,0,1.03,0.3,0.95,0.6,0,1,2562.0,0.06,0.01,72327.0,1246.0,28.0,19878.0,11649.0,0.64,0.82
232,Sam Houston State University,Huntsville,TX,4.0,0.66,41400.0,38595.0,1,-0.72,0.6,0.89,0.6,0,0,11273.0,0.34,0.17,59914.0,996.0,21.0,9285.0,7304.0,0.87,0.5
233,Bay Path University,Longmeadow,MA,4.0,0.65,41900.0,39106.0,0,-0.66,0.5,0.89,1.0,1,1,917.0,0.17,0.52,63434.0,960.0,22.0,21343.0,20186.0,0.58,0.65
234,Iowa State University,Ames,IA,4.0,0.65,47200.0,44033.0,1,0.64,0.49,0.96,0.46,0,1,4654.0,0.06,0.06,59381.0,1145.0,25.0,13925.0,9123.0,0.81,0.68
235,Mount Mercy University,Cedar Rapids,IA,4.0,0.65,43200.0,40309.0,0,0.2,0.46,0.97,0.7,0,1,1207.0,0.04,0.26,61430.0,990.0,21.0,21469.0,19666.0,0.7,0.6
236,University of Illinois at Urbana-Champaign,Champaign,IL,4.0,0.65,56600.0,52842.0,1,0.87,0.45,0.88,0.48,0,1,27740.0,0.21,0.03,73078.0,1296.0,29.0,18125.0,9020.0,0.68,0.82
237,Louisiana College,Pineville,LA,4.0,0.65,39600.0,36977.0,0,-0.08,0.64,0.97,0.51,0,1,1121.0,0.24,0.09,46454.0,973.0,21.0,12670.0,11725.0,0.74,0.31
238,Regis University,Denver,CO,4.0,0.65,53100.0,49570.0,0,0.03,0.4,0.9,0.69,0,1,4951.0,0.18,0.73,73415.0,1105.0,25.0,25398.0,20207.0,0.76,0.62
239,Mary Baldwin College,Staunton,VA,4.0,0.64,36800.0,34375.0,0,-0.32,0.57,0.93,0.96,0,1,1413.0,0.21,0.33,64099.0,967.0,23.0,16772.0,14953.0,0.44,0.49
240,University of Michigan-Flint,Flint,MI,4.0,0.64,40100.0,37468.0,1,-0.43,0.61,0.97,0.67,0,1,5618.0,0.15,0.37,64145.0,1052.0,23.0,10469.0,7411.0,0.71,0.37
241,Purdue University-Calumet Campus,Hammond,IN,4.0,0.64,38100.0,35610.0,1,-1.31,0.68,0.93,0.63,0,1,7647.0,0.33,0.31,60823.0,970.0,,9370.0,6563.0,0.47,0.28
242,Wartburg College,Waverly,IA,4.0,0.63,43200.0,40419.0,0,0.37,0.44,0.97,0.56,0,0,1591.0,0.05,0.02,56423.0,1083.0,24.0,19477.0,14289.0,0.76,0.63
243,Northeastern University,Boston,MA,4.0,0.63,60100.0,56193.0,0,0.5,0.35,0.86,0.53,1,1,19205.0,0.13,0.11,77666.0,1340.0,30.0,32214.0,21613.0,0.35,0.77
244,Gonzaga University,Spokane,WA,4.0,0.62,52800.0,49422.0,0,0.89,0.4,0.91,0.57,1,1,3359.0,0.09,0.09,64918.0,1224.0,26.0,25563.0,18526.0,0.65,0.83
245,Old Dominion University,Norfolk,VA,4.0,0.62,43300.0,40542.0,1,-0.37,0.58,0.92,0.64,0,1,11894.0,0.3,0.29,62924.0,1014.0,21.0,13644.0,9609.0,0.75,0.5
246,University of Detroit Mercy,Detroit,MI,4.0,0.61,42200.0,39565.0,0,-0.58,0.57,0.93,0.66,0,1,2865.0,0.46,0.43,59851.0,1124.0,25.0,20398.0,20472.0,0.53,0.57
247,Texas Wesleyan University,Fort Worth,TX,4.0,0.61,39500.0,37024.0,0,-1.21,0.62,0.88,0.68,0,1,1458.0,0.35,0.33,61361.0,993.0,21.0,14584.0,14202.0,0.52,0.37
248,Sacred Heart University,Fairfield,CT,4.0,0.61,54100.0,50713.0,0,-0.09,0.3,0.86,0.61,1,1,4051.0,0.16,0.1,84013.0,,,35851.0,28838.0,0.64,0.68
249,Coe College,Cedar Rapids,IA,4.0,0.61,43800.0,41074.0,0,0.57,0.49,0.96,0.57,0,1,978.0,0.06,0.06,61388.0,1181.0,26.0,19397.0,14337.0,0.64,0.69
250,Morgan State University,Baltimore,MD,4.0,0.61,39700.0,37225.0,1,-1.29,0.69,0.88,0.6,1,1,5828.0,0.59,0.12,62184.0,892.0,18.0,15429.0,13013.0,0.5,0.28
251,Albany State University,Albany,GA,4.0,0.61,32700.0,30635.0,1,-1.43,0.8,0.95,0.67,0,1,2954.0,0.54,0.23,48179.0,847.0,18.0,9662.0,8645.0,0.55,0.41
252,Thomas More College,Crestview Hills,KY,4.0,0.61,45800.0,42922.0,0,-0.91,0.43,0.97,0.42,0,1,1414.0,0.08,0.25,64420.0,1044.0,23.0,18630.0,16212.0,0.86,0.52
253,DePaul University,Chicago,IL,4.0,0.61,50900.0,47728.0,0,0.29,0.54,0.8,0.6,0,1,12468.0,0.3,0.22,73782.0,1163.0,26.0,23217.0,17648.0,0.64,0.66
254,University of California-Davis,Davis,CA,4.0,0.6,57100.0,53563.0,1,0.85,0.59,0.76,0.59,1,1,21217.0,0.27,0.13,74915.0,1202.0,26.0,13917.0,9196.0,0.46,0.82
255,Assumption College,Worcester,MA,4.0,0.6,52800.0,49569.0,0,0.06,0.23,0.9,0.64,1,1,2280.0,0.07,0.02,79890.0,,,25171.0,18827.0,0.75,0.67
256,Central College,Pella,IA,4.0,0.59,41200.0,38691.0,0,0.08,0.46,0.97,0.59,0,0,1389.0,0.04,0.03,57402.0,1087.0,24.0,20078.0,16491.0,0.73,0.63
257,University of South Carolina-Aiken,Aiken,SC,4.0,0.59,37000.0,34748.0,1,-0.84,0.62,0.96,0.71,0,1,2821.0,0.32,0.28,53817.0,990.0,21.0,10002.0,7552.0,0.5,0.41
258,Virginia State University,Petersburg,VA,4.0,0.59,34400.0,32299.0,1,-2.2,0.75,0.88,0.57,0,1,3744.0,0.56,0.08,56949.0,855.0,18.0,11049.0,9711.0,0.58,0.38
259,Lewis University,Romeoville,IL,4.0,0.59,47100.0,44263.0,0,-0.4,0.45,0.88,0.58,0,1,3317.0,0.26,0.26,77671.0,1049.0,23.0,17217.0,13619.0,0.62,0.62
260,Bethany College,Bethany,WV,4.0,0.59,40900.0,38432.0,0,-0.22,0.54,0.96,0.45,0,0,574.0,0.08,0.03,53053.0,929.0,21.0,19516.0,20433.0,0.58,0.48
261,John Brown University,Siloam Springs,AR,4.0,0.58,46200.0,43438.0,0,0.58,0.54,0.94,0.56,0,0,1485.0,0.12,0.45,54790.0,1165.0,26.0,13808.0,12524.0,0.73,0.66
262,University of Wisconsin-Stout,Menomonie,WI,4.0,0.58,42000.0,39491.0,1,-0.42,0.51,0.97,0.51,0,0,7164.0,0.03,0.11,62759.0,1030.0,22.0,13820.0,9395.0,0.89,0.52
263,CUNY John Jay College of Criminal Justice,New York,NY,4.0,0.58,43700.0,41082.0,1,-1.66,0.88,0.61,0.66,1,1,10194.0,0.61,0.21,51512.0,940.0,,3295.0,2122.0,0.47,0.3
